minbucket	cp	max_depth	min_split	ganancia_promedio
8	-0.3	16	20	4143333
8	-0.3	16	10	3813333
8	-0.3	20	2000	9880000
8	-0.3	20	1000	9700000
8	-0.3	20	800	9566667
8	-0.3	20	600	8736667
8	-0.3	20	400	6373333
8	-0.3	20	200	4863333
8	-0.3	20	100	4883333
8	-0.3	20	50	3350000
8	-0.3	20	20	2816667
8	-0.3	20	10	2333333
8	-0.3	50	2000	NA
8	-0.3	50	1000	NA
8	-0.3	50	800	NA
8	-0.3	50	600	NA
8	-0.3	50	400	NA
8	-0.3	50	200	NA
8	-0.3	50	100	NA
8	-0.3	50	50	NA
8	-0.3	50	20	NA
8	-0.3	50	10	NA
8	-0.3	750	2000	NA
8	-0.3	750	1000	NA
8	-0.3	750	800	NA
8	-0.3	750	600	NA
8	-0.3	750	400	NA
8	-0.3	750	200	NA
8	-0.3	750	100	NA
8	-0.3	750	50	NA
8	-0.3	750	20	NA
8	-0.3	750	10	NA
8	-0.3	1000	2000	NA
8	-0.3	1000	1000	NA
8	-0.3	1000	800	NA
8	-0.3	1000	600	NA
8	-0.3	1000	400	NA
8	-0.3	1000	200	NA
8	-0.3	1000	100	NA
8	-0.3	1000	50	NA
8	-0.3	1000	20	NA
8	-0.3	1000	10	NA
8	-0.2	4	2000	9080000
8	-0.2	4	1000	9070000
8	-0.2	4	800	9070000
8	-0.2	4	600	9070000
8	-0.2	4	400	9070000
8	-0.2	4	200	9070000
8	-0.2	4	100	9070000
8	-0.2	4	50	9070000
8	-0.2	4	20	9070000
8	-0.2	4	10	9070000
8	-0.2	6	2000	10656667
8	-0.2	6	1000	10863333
8	-0.2	6	800	10863333
8	-0.2	6	600	10863333
8	-0.2	6	400	10863333
8	-0.2	6	200	11040000
8	-0.2	6	100	11040000
8	-0.2	6	50	11040000
8	-0.2	6	20	11060000
8	-0.2	6	10	11070000
8	-0.2	8	2000	10276667
8	-0.2	8	1000	10470000
8	-0.2	8	800	10470000
8	-0.2	8	600	10626667
8	-0.2	8	400	9120000
8	-0.2	8	200	9106667
8	-0.2	8	100	9066667
8	-0.2	8	50	8706667
8	-0.2	8	20	8890000
8	-0.2	8	10	8946667
8	-0.2	10	2000	10203333
8	-0.2	10	1000	10866667
8	-0.2	10	800	10733333
8	-0.2	10	600	9853333
8	-0.2	10	400	7610000
8	-0.2	10	200	8096667
8	-0.2	10	100	8163333
8	-0.2	10	50	7636667
8	-0.2	10	20	8033333
8	-0.2	10	10	7966667
8	-0.2	12	2000	10103333
8	-0.2	12	1000	10596667
8	-0.2	12	800	10463333
8	-0.2	12	600	9716667
8	-0.2	12	400	7410000
8	-0.2	12	200	7366667
8	-0.2	12	100	7273333
8	-0.2	12	50	6516667
8	-0.2	12	20	6933333
8	-0.2	12	10	6703333
8	-0.2	16	2000	9920000
8	-0.2	16	1000	10070000
8	-0.2	16	800	9936667
8	-0.2	16	600	9106667
8	-0.2	16	400	6743333
8	-0.2	16	200	5090000
8	-0.2	16	100	5243333
8	-0.2	16	50	3693333
8	-0.2	16	20	4143333
8	-0.2	16	10	3813333
8	-0.2	20	2000	9880000
8	-0.2	20	1000	9700000
8	-0.2	20	800	9566667
8	-0.2	20	600	8736667
8	-0.2	20	400	6373333
8	-0.2	20	200	4863333
8	-0.2	20	100	4883333
8	-0.2	20	50	3350000
8	-0.2	20	20	2816667
8	-0.2	20	10	2333333
8	-0.2	50	2000	NA
8	-0.2	50	1000	NA
8	-0.2	50	800	NA
8	-0.2	50	600	NA
8	-0.2	50	400	NA
8	-0.2	50	200	NA
8	-0.2	50	100	NA
8	-0.2	50	50	NA
8	-0.2	50	20	NA
8	-0.2	50	10	NA
8	-0.2	750	2000	NA
8	-0.2	750	1000	NA
8	-0.2	750	800	NA
8	-0.2	750	600	NA
8	-0.2	750	400	NA
8	-0.2	750	200	NA
8	-0.2	750	100	NA
8	-0.2	750	50	NA
8	-0.2	750	20	NA
8	-0.2	750	10	NA
8	-0.2	1000	2000	NA
8	-0.2	1000	1000	NA
8	-0.2	1000	800	NA
8	-0.2	1000	600	NA
8	-0.2	1000	400	NA
8	-0.2	1000	200	NA
8	-0.2	1000	100	NA
8	-0.2	1000	50	NA
8	-0.2	1000	20	NA
8	-0.2	1000	10	NA
8	-0.1	4	2000	9080000
8	-0.1	4	1000	9070000
8	-0.1	4	800	9070000
8	-0.1	4	600	9070000
8	-0.1	4	400	9070000
8	-0.1	4	200	9070000
8	-0.1	4	100	9070000
8	-0.1	4	50	9070000
8	-0.1	4	20	9070000
8	-0.1	4	10	9070000
8	-0.1	6	2000	10656667
8	-0.1	6	1000	10863333
8	-0.1	6	800	10863333
8	-0.1	6	600	10863333
8	-0.1	6	400	10863333
8	-0.1	6	200	11040000
8	-0.1	6	100	11040000
8	-0.1	6	50	11040000
8	-0.1	6	20	11060000
8	-0.1	6	10	11070000
8	-0.1	8	2000	10276667
8	-0.1	8	1000	10470000
8	-0.1	8	800	10470000
8	-0.1	8	600	10626667
8	-0.1	8	400	9120000
8	-0.1	8	200	9106667
8	-0.1	8	100	9066667
8	-0.1	8	50	8706667
8	-0.1	8	20	8890000
8	-0.1	8	10	8946667
8	-0.1	10	2000	10203333
8	-0.1	10	1000	10866667
8	-0.1	10	800	10733333
8	-0.1	10	600	9853333
8	-0.1	10	400	7610000
8	-0.1	10	200	8096667
8	-0.1	10	100	8163333
8	-0.1	10	50	7636667
8	-0.1	10	20	8033333
8	-0.1	10	10	7966667
8	-0.1	12	2000	10103333
8	-0.1	12	1000	10596667
8	-0.1	12	800	10463333
8	-0.1	12	600	9716667
8	-0.1	12	400	7410000
8	-0.1	12	200	7366667
8	-0.1	12	100	7273333
8	-0.1	12	50	6516667
8	-0.1	12	20	6933333
8	-0.1	12	10	6703333
8	-0.1	16	2000	9920000
8	-0.1	16	1000	10070000
8	-0.1	16	800	9936667
8	-0.1	16	600	9106667
8	-0.1	16	400	6743333
8	-0.1	16	200	5090000
8	-0.1	16	100	5243333
8	-0.1	16	50	3693333
8	-0.1	16	20	4143333
8	-0.1	16	10	3813333
8	-0.1	20	2000	9880000
8	-0.1	20	1000	9700000
8	-0.1	20	800	9566667
8	-0.1	20	600	8736667
8	-0.1	20	400	6373333
8	-0.1	20	200	4863333
8	-0.1	20	100	4883333
8	-0.1	20	50	3350000
8	-0.1	20	20	2816667
8	-0.1	20	10	2333333
8	-0.1	50	2000	NA
8	-0.1	50	1000	NA
8	-0.1	50	800	NA
8	-0.1	50	600	NA
8	-0.1	50	400	NA
8	-0.1	50	200	NA
8	-0.1	50	100	NA
8	-0.1	50	50	NA
8	-0.1	50	20	NA
8	-0.1	50	10	NA
8	-0.1	750	2000	NA
8	-0.1	750	1000	NA
8	-0.1	750	800	NA
8	-0.1	750	600	NA
8	-0.1	750	400	NA
8	-0.1	750	200	NA
8	-0.1	750	100	NA
8	-0.1	750	50	NA
8	-0.1	750	20	NA
8	-0.1	750	10	NA
8	-0.1	1000	2000	NA
8	-0.1	1000	1000	NA
8	-0.1	1000	800	NA
8	-0.1	1000	600	NA
8	-0.1	1000	400	NA
8	-0.1	1000	200	NA
8	-0.1	1000	100	NA
8	-0.1	1000	50	NA
8	-0.1	1000	20	NA
8	-0.1	1000	10	NA
8	0.1	4	2000	0
8	0.1	4	1000	0
8	0.1	4	800	0
8	0.1	4	600	0
8	0.1	4	400	0
8	0.1	4	200	0
8	0.1	4	100	0
8	0.1	4	50	0
8	0.1	4	20	0
8	0.1	4	10	0
8	0.1	6	2000	0
8	0.1	6	1000	0
8	0.1	6	800	0
8	0.1	6	600	0
8	0.1	6	400	0
8	0.1	6	200	0
8	0.1	6	100	0
8	0.1	6	50	0
8	0.1	6	20	0
8	0.1	6	10	0
8	0.1	8	2000	0
8	0.1	8	1000	0
8	0.1	8	800	0
8	0.1	8	600	0
8	0.1	8	400	0
8	0.1	8	200	0
8	0.1	8	100	0
8	0.1	8	50	0
8	0.1	8	20	0
8	0.1	8	10	0
8	0.1	10	2000	0
8	0.1	10	1000	0
8	0.1	10	800	0
8	0.1	10	600	0
8	0.1	10	400	0
8	0.1	10	200	0
8	0.1	10	100	0
8	0.1	10	50	0
8	0.1	10	20	0
8	0.1	10	10	0
8	0.1	12	2000	0
8	0.1	12	1000	0
8	0.1	12	800	0
8	0.1	12	600	0
8	0.1	12	400	0
8	0.1	12	200	0
8	0.1	12	100	0
8	0.1	12	50	0
8	0.1	12	20	0
8	0.1	12	10	0
8	0.1	16	2000	0
8	0.1	16	1000	0
8	0.1	16	800	0
8	0.1	16	600	0
8	0.1	16	400	0
8	0.1	16	200	0
8	0.1	16	100	0
8	0.1	16	50	0
8	0.1	16	20	0
8	0.1	16	10	0
8	0.1	20	2000	0
8	0.1	20	1000	0
8	0.1	20	800	0
8	0.1	20	600	0
8	0.1	20	400	0
8	0.1	20	200	0
8	0.1	20	100	0
8	0.1	20	50	0
8	0.1	20	20	0
8	0.1	20	10	0
8	0.1	50	2000	0
8	0.1	50	1000	0
8	0.1	50	800	0
8	0.1	50	600	0
8	0.1	50	400	0
8	0.1	50	200	0
8	0.1	50	100	0
8	0.1	50	50	0
8	0.1	50	20	0
8	0.1	50	10	0
8	0.1	750	2000	0
8	0.1	750	1000	0
8	0.1	750	800	0
8	0.1	750	600	0
8	0.1	750	400	0
8	0.1	750	200	0
8	0.1	750	100	0
8	0.1	750	50	0
8	0.1	750	20	0
8	0.1	750	10	0
8	0.1	1000	2000	0
8	0.1	1000	1000	0
8	0.1	1000	800	0
8	0.1	1000	600	0
8	0.1	1000	400	0
8	0.1	1000	200	0
8	0.1	1000	100	0
8	0.1	1000	50	0
8	0.1	1000	20	0
8	0.1	1000	10	0
8	0.2	4	2000	0
8	0.2	4	1000	0
8	0.2	4	800	0
8	0.2	4	600	0
8	0.2	4	400	0
8	0.2	4	200	0
8	0.2	4	100	0
8	0.2	4	50	0
8	0.2	4	20	0
8	0.2	4	10	0
8	0.2	6	2000	0
8	0.2	6	1000	0
8	0.2	6	800	0
8	0.2	6	600	0
8	0.2	6	400	0
8	0.2	6	200	0
8	0.2	6	100	0
8	0.2	6	50	0
8	0.2	6	20	0
8	0.2	6	10	0
8	0.2	8	2000	0
8	0.2	8	1000	0
8	0.2	8	800	0
8	0.2	8	600	0
8	0.2	8	400	0
8	0.2	8	200	0
8	0.2	8	100	0
8	0.2	8	50	0
8	0.2	8	20	0
8	0.2	8	10	0
8	0.2	10	2000	0
8	0.2	10	1000	0
8	0.2	10	800	0
8	0.2	10	600	0
8	0.2	10	400	0
8	0.2	10	200	0
8	0.2	10	100	0
8	0.2	10	50	0
8	0.2	10	20	0
8	0.2	10	10	0
8	0.2	12	2000	0
8	0.2	12	1000	0
8	0.2	12	800	0
8	0.2	12	600	0
8	0.2	12	400	0
8	0.2	12	200	0
8	0.2	12	100	0
8	0.2	12	50	0
8	0.2	12	20	0
8	0.2	12	10	0
8	0.2	16	2000	0
8	0.2	16	1000	0
8	0.2	16	800	0
8	0.2	16	600	0
8	0.2	16	400	0
8	0.2	16	200	0
8	0.2	16	100	0
8	0.2	16	50	0
8	0.2	16	20	0
8	0.2	16	10	0
8	0.2	20	2000	0
8	0.2	20	1000	0
8	0.2	20	800	0
8	0.2	20	600	0
8	0.2	20	400	0
8	0.2	20	200	0
8	0.2	20	100	0
8	0.2	20	50	0
8	0.2	20	20	0
8	0.2	20	10	0
8	0.2	50	2000	0
8	0.2	50	1000	0
8	0.2	50	800	0
8	0.2	50	600	0
8	0.2	50	400	0
8	0.2	50	200	0
8	0.2	50	100	0
8	0.2	50	50	0
8	0.2	50	20	0
8	0.2	50	10	0
8	0.2	750	2000	0
8	0.2	750	1000	0
8	0.2	750	800	0
8	0.2	750	600	0
8	0.2	750	400	0
8	0.2	750	200	0
8	0.2	750	100	0
8	0.2	750	50	0
8	0.2	750	20	0
8	0.2	750	10	0
8	0.2	1000	2000	0
8	0.2	1000	1000	0
8	0.2	1000	800	0
8	0.2	1000	600	0
8	0.2	1000	400	0
8	0.2	1000	200	0
8	0.2	1000	100	0
8	0.2	1000	50	0
8	0.2	1000	20	0
8	0.2	1000	10	0
25	-0.5	4	2000	8813333
25	-0.5	4	1000	8483333
25	-0.5	4	800	8483333
25	-0.5	4	600	8483333
25	-0.5	4	400	8483333
25	-0.5	4	200	8483333
25	-0.5	4	100	8483333
25	-0.5	4	50	8483333
25	-0.5	4	20	8483333
25	-0.5	4	10	8483333
25	-0.5	6	2000	8146667
25	-0.5	6	1000	8413333
25	-0.5	6	800	8593333
25	-0.5	6	600	8680000
25	-0.5	6	400	8620000
25	-0.5	6	200	8853333
25	-0.5	6	100	8736667
25	-0.5	6	50	8803333
25	-0.5	6	20	8803333
25	-0.5	6	10	8803333
25	-0.5	8	2000	7733333
25	-0.5	8	1000	7740000
25	-0.5	8	800	7786667
25	-0.5	8	600	7640000
25	-0.5	8	400	6373333
25	-0.5	8	200	6756667
25	-0.5	8	100	6630000
25	-0.5	8	50	6886667
25	-0.5	8	20	6886667
25	-0.5	8	10	6886667
25	-0.5	10	2000	7396667
25	-0.5	10	1000	7430000
25	-0.5	10	800	7460000
25	-0.5	10	600	7623333
25	-0.5	10	400	5443333
25	-0.5	10	200	6040000
25	-0.5	10	100	6046667
25	-0.5	10	50	5936667
25	-0.5	10	20	5936667
25	-0.5	10	10	5936667
25	-0.5	12	2000	7330000
25	-0.5	12	1000	7026667
25	-0.5	12	800	7056667
25	-0.5	12	600	7096667
25	-0.5	12	400	4916667
25	-0.5	12	200	5436667
25	-0.5	12	100	4116667
25	-0.5	12	50	3540000
25	-0.5	12	20	3540000
25	-0.5	12	10	3540000
25	-0.5	16	2000	7050000
25	-0.5	16	1000	6600000
25	-0.5	16	800	6613333
25	-0.5	16	600	6473333
25	-0.5	16	400	4156667
25	-0.5	16	200	4166667
25	-0.5	16	100	2653333
25	-0.5	16	50	2223333
25	-0.5	16	20	2223333
25	-0.5	16	10	2223333
25	-0.5	20	2000	7050000
25	-0.5	20	1000	6483333
25	-0.5	20	800	6496667
25	-0.5	20	600	6316667
25	-0.5	20	400	4366667
25	-0.5	20	200	4376667
25	-0.5	20	100	2293333
25	-0.5	20	50	1856667
25	-0.5	20	20	1856667
25	-0.5	20	10	1856667
25	-0.5	50	2000	7050000
25	-0.5	50	1000	6483333
25	-0.5	50	800	6496667
25	-0.5	50	600	6316667
25	-0.5	50	400	4366667
25	-0.5	50	200	4376667
25	-0.5	50	100	2293333
25	-0.5	50	50	1856667
25	-0.5	50	20	1856667
25	-0.5	50	10	1856667
25	-0.5	750	2000	7050000
25	-0.5	750	1000	6483333
25	-0.5	750	800	6496667
25	-0.5	750	600	6316667
25	-0.5	750	400	4366667
25	-0.5	750	200	4376667
25	-0.5	750	100	2293333
25	-0.5	750	50	1856667
25	-0.5	750	20	1856667
25	-0.5	750	10	1856667
25	-0.5	1000	2000	7050000
25	-0.5	1000	1000	6483333
25	-0.5	1000	800	6496667
25	-0.5	1000	600	6316667
25	-0.5	1000	400	4366667
25	-0.5	1000	200	4376667
25	-0.5	1000	100	2293333
25	-0.5	1000	50	1856667
25	-0.5	1000	20	1856667
25	-0.5	1000	10	1856667
25	-0.4	4	2000	8813333
25	-0.4	4	1000	8483333
25	-0.4	4	800	8483333
25	-0.4	4	600	8483333
25	-0.4	4	400	8483333
25	-0.4	4	200	8483333
25	-0.4	4	100	8483333
25	-0.4	4	50	8483333
25	-0.4	4	20	8483333
25	-0.4	4	10	8483333
25	-0.4	6	2000	8146667
25	-0.4	6	1000	8413333
25	-0.4	6	800	8593333
25	-0.4	6	600	8680000
25	-0.4	6	400	8620000
25	-0.4	6	200	8853333
25	-0.4	6	100	8736667
25	-0.4	6	50	8803333
25	-0.4	6	20	8803333
25	-0.4	6	10	8803333
25	-0.4	8	2000	7733333
25	-0.4	8	1000	7740000
25	-0.4	8	800	7786667
25	-0.4	8	600	7640000
25	-0.4	8	400	6373333
25	-0.4	8	200	6756667
25	-0.4	8	100	6630000
25	-0.4	8	50	6886667
25	-0.4	8	20	6886667
25	-0.4	8	10	6886667
25	-0.4	10	2000	7396667
25	-0.4	10	1000	7430000
25	-0.4	10	800	7460000
25	-0.4	10	600	7623333
25	-0.4	10	400	5443333
25	-0.4	10	200	6040000
25	-0.4	10	100	6046667
25	-0.4	10	50	5936667
25	-0.4	10	20	5936667
25	-0.4	10	10	5936667
25	-0.4	12	2000	7330000
25	-0.4	12	1000	7026667
25	-0.4	12	800	7056667
25	-0.4	12	600	7096667
25	-0.4	12	400	4916667
25	-0.4	12	200	5436667
25	-0.4	12	100	4116667
25	-0.4	12	50	3540000
25	-0.4	12	20	3540000
25	-0.4	12	10	3540000
25	-0.4	16	2000	7050000
25	-0.4	16	1000	6600000
25	-0.4	16	800	6613333
25	-0.4	16	600	6473333
25	-0.4	16	400	4156667
25	-0.4	16	200	4166667
25	-0.4	16	100	2653333
25	-0.4	16	50	2223333
25	-0.4	16	20	2223333
25	-0.4	16	10	2223333
25	-0.4	20	2000	7050000
25	-0.4	20	1000	6483333
25	-0.4	20	800	6496667
25	-0.4	20	600	6316667
25	-0.4	20	400	4366667
25	-0.4	20	200	4376667
25	-0.4	20	100	2293333
25	-0.4	20	50	1856667
25	-0.4	20	20	1856667
25	-0.4	20	10	1856667
25	-0.4	50	2000	7050000
25	-0.4	50	1000	6483333
25	-0.4	50	800	6496667
25	-0.4	50	600	6316667
25	-0.4	50	400	4366667
25	-0.4	50	200	4376667
25	-0.4	50	100	2293333
25	-0.4	50	50	1856667
25	-0.4	50	20	1856667
25	-0.4	50	10	1856667
25	-0.4	750	2000	7050000
25	-0.4	750	1000	6483333
25	-0.4	750	800	6496667
25	-0.4	750	600	6316667
25	-0.4	750	400	4366667
25	-0.4	750	200	4376667
25	-0.4	750	100	2293333
25	-0.4	750	50	1856667
25	-0.4	750	20	1856667
25	-0.4	750	10	1856667
25	-0.4	1000	2000	7050000
25	-0.4	1000	1000	6483333
25	-0.4	1000	800	6496667
25	-0.4	1000	600	6316667
25	-0.4	1000	400	4366667
25	-0.4	1000	200	4376667
25	-0.4	1000	100	2293333
25	-0.4	1000	50	1856667
25	-0.4	1000	20	1856667
25	-0.4	1000	10	1856667
25	-0.3	4	2000	8813333
25	-0.3	4	1000	8483333
25	-0.3	4	800	8483333
25	-0.3	4	600	8483333
25	-0.3	4	400	8483333
25	-0.3	4	200	8483333
25	-0.3	4	100	8483333
25	-0.3	4	50	8483333
25	-0.3	4	20	8483333
25	-0.3	4	10	8483333
25	-0.3	6	2000	8146667
25	-0.3	6	1000	8413333
25	-0.3	6	800	8593333
25	-0.3	6	600	8680000
25	-0.3	6	400	8620000
25	-0.3	6	200	8853333
25	-0.3	6	100	8736667
25	-0.3	6	50	8803333
25	-0.3	6	20	8803333
25	-0.3	6	10	8803333
25	-0.3	8	2000	7733333
25	-0.3	8	1000	7740000
25	-0.3	8	800	7786667
25	-0.3	8	600	7640000
25	-0.3	8	400	6373333
25	-0.3	8	200	6756667
25	-0.3	8	100	6630000
25	-0.3	8	50	6886667
25	-0.3	8	20	6886667
25	-0.3	8	10	6886667
25	-0.3	10	2000	7396667
25	-0.3	10	1000	7430000
25	-0.3	10	800	7460000
25	-0.3	10	600	7623333
25	-0.3	10	400	5443333
25	-0.3	10	200	6040000
25	-0.3	10	100	6046667
25	-0.3	10	50	5936667
25	-0.3	10	20	5936667
25	-0.3	10	10	5936667
25	-0.3	12	2000	7330000
25	-0.3	12	1000	7026667
25	-0.3	12	800	7056667
25	-0.3	12	600	7096667
25	-0.3	12	400	4916667
25	-0.3	12	200	5436667
25	-0.3	12	100	4116667
25	-0.3	12	50	3540000
25	-0.3	12	20	3540000
25	-0.3	12	10	3540000
25	-0.3	16	2000	7050000
25	-0.3	16	1000	6600000
25	-0.3	16	800	6613333
25	-0.3	16	600	6473333
25	-0.3	16	400	4156667
25	-0.3	16	200	4166667
25	-0.3	16	100	2653333
25	-0.3	16	50	2223333
25	-0.3	16	20	2223333
25	-0.3	16	10	2223333
25	-0.3	20	2000	7050000
25	-0.3	20	1000	6483333
25	-0.3	20	800	6496667
25	-0.3	20	600	6316667
25	-0.3	20	400	4366667
25	-0.3	20	200	4376667
25	-0.3	20	100	2293333
25	-0.3	20	50	1856667
25	-0.3	20	20	1856667
25	-0.3	20	10	1856667
25	-0.3	50	2000	7050000
25	-0.3	50	1000	6483333
25	-0.3	50	800	6496667
25	-0.3	50	600	6316667
25	-0.3	50	400	4366667
25	-0.3	50	200	4376667
25	-0.3	50	100	2293333
25	-0.3	50	50	1856667
25	-0.3	50	20	1856667
25	-0.3	50	10	1856667
25	-0.3	750	2000	7050000
25	-0.3	750	1000	6483333
25	-0.3	750	800	6496667
25	-0.3	750	600	6316667
25	-0.3	750	400	4366667
25	-0.3	750	200	4376667
25	-0.3	750	100	2293333
25	-0.3	750	50	1856667
25	-0.3	750	20	1856667
25	-0.3	750	10	1856667
25	-0.3	1000	2000	7050000
25	-0.3	1000	1000	6483333
25	-0.3	1000	800	6496667
25	-0.3	1000	600	6316667
25	-0.3	1000	400	4366667
25	-0.3	1000	200	4376667
25	-0.3	1000	100	2293333
25	-0.3	1000	50	1856667
25	-0.3	1000	20	1856667
25	-0.3	1000	10	1856667
25	-0.2	4	2000	8813333
25	-0.2	4	1000	8483333
25	-0.2	4	800	8483333
25	-0.2	4	600	8483333
25	-0.2	4	400	8483333
25	-0.2	4	200	8483333
25	-0.2	4	100	8483333
25	-0.2	4	50	8483333
25	-0.2	4	20	8483333
25	-0.2	4	10	8483333
25	-0.2	6	2000	8146667
25	-0.2	6	1000	8413333
25	-0.2	6	800	8593333
25	-0.2	6	600	8680000
25	-0.2	6	400	8620000
25	-0.2	6	200	8853333
25	-0.2	6	100	8736667
25	-0.2	6	50	8803333
25	-0.2	6	20	8803333
25	-0.2	6	10	8803333
25	-0.2	8	2000	7733333
25	-0.2	8	1000	7740000
25	-0.2	8	800	7786667
25	-0.2	8	600	7640000
25	-0.2	8	400	6373333
25	-0.2	8	200	6756667
25	-0.2	8	100	6630000
25	-0.2	8	50	6886667
25	-0.2	8	20	6886667
25	-0.2	8	10	6886667
25	-0.2	10	2000	7396667
25	-0.2	10	1000	7430000
25	-0.2	10	800	7460000
25	-0.2	10	600	7623333
25	-0.2	10	400	5443333
25	-0.2	10	200	6040000
25	-0.2	10	100	6046667
25	-0.2	10	50	5936667
25	-0.2	10	20	5936667
25	-0.2	10	10	5936667
25	-0.2	12	2000	7330000
25	-0.2	12	1000	7026667
25	-0.2	12	800	7056667
25	-0.2	12	600	7096667
25	-0.2	12	400	4916667
25	-0.2	12	200	5436667
25	-0.2	12	100	4116667
25	-0.2	12	50	3540000
25	-0.2	12	20	3540000
25	-0.2	12	10	3540000
25	-0.2	16	2000	7050000
25	-0.2	16	1000	6600000
25	-0.2	16	800	6613333
25	-0.2	16	600	6473333
25	-0.2	16	400	4156667
25	-0.2	16	200	4166667
25	-0.2	16	100	2653333
25	-0.2	16	50	2223333
25	-0.2	16	20	2223333
25	-0.2	16	10	2223333
25	-0.2	20	2000	7050000
25	-0.2	20	1000	6483333
25	-0.2	20	800	6496667
25	-0.2	20	600	6316667
25	-0.2	20	400	4366667
25	-0.2	20	200	4376667
25	-0.2	20	100	2293333
25	-0.2	20	50	1856667
25	-0.2	20	20	1856667
25	-0.2	20	10	1856667
25	-0.2	50	2000	7050000
25	-0.2	50	1000	6483333
25	-0.2	50	800	6496667
25	-0.2	50	600	6316667
25	-0.2	50	400	4366667
25	-0.2	50	200	4376667
25	-0.2	50	100	2293333
25	-0.2	50	50	1856667
25	-0.2	50	20	1856667
25	-0.2	50	10	1856667
25	-0.2	750	2000	7050000
25	-0.2	750	1000	6483333
25	-0.2	750	800	6496667
25	-0.2	750	600	6316667
25	-0.2	750	400	4366667
25	-0.2	750	200	4376667
25	-0.2	750	100	2293333
25	-0.2	750	50	1856667
25	-0.2	750	20	1856667
25	-0.2	750	10	1856667
25	-0.2	1000	2000	7050000
25	-0.2	1000	1000	6483333
25	-0.2	1000	800	6496667
25	-0.2	1000	600	6316667
25	-0.2	1000	400	4366667
25	-0.2	1000	200	4376667
25	-0.2	1000	100	2293333
25	-0.2	1000	50	1856667
25	-0.2	1000	20	1856667
25	-0.2	1000	10	1856667
25	-0.1	4	2000	8813333
25	-0.1	4	1000	8483333
25	-0.1	4	800	8483333
25	-0.1	4	600	8483333
25	-0.1	4	400	8483333
25	-0.1	4	200	8483333
25	-0.1	4	100	8483333
25	-0.1	4	50	8483333
25	-0.1	4	20	8483333
25	-0.1	4	10	8483333
25	-0.1	6	2000	8146667
25	-0.1	6	1000	8413333
25	-0.1	6	800	8593333
25	-0.1	6	600	8680000
25	-0.1	6	400	8620000
25	-0.1	6	200	8853333
25	-0.1	6	100	8736667
25	-0.1	6	50	8803333
25	-0.1	6	20	8803333
25	-0.1	6	10	8803333
25	-0.1	8	2000	7733333
25	-0.1	8	1000	7740000
25	-0.1	8	800	7786667
25	-0.1	8	600	7640000
25	-0.1	8	400	6373333
25	-0.1	8	200	6756667
25	-0.1	8	100	6630000
25	-0.1	8	50	6886667
25	-0.1	8	20	6886667
25	-0.1	8	10	6886667
25	-0.1	10	2000	7396667
25	-0.1	10	1000	7430000
25	-0.1	10	800	7460000
25	-0.1	10	600	7623333
25	-0.1	10	400	5443333
25	-0.1	10	200	6040000
25	-0.1	10	100	6046667
25	-0.1	10	50	5936667
25	-0.1	10	20	5936667
25	-0.1	10	10	5936667
25	-0.1	12	2000	7330000
25	-0.1	12	1000	7026667
25	-0.1	12	800	7056667
25	-0.1	12	600	7096667
25	-0.1	12	400	4916667
25	-0.1	12	200	5436667
25	-0.1	12	100	4116667
25	-0.1	12	50	3540000
25	-0.1	12	20	3540000
25	-0.1	12	10	3540000
25	-0.1	16	2000	7050000
25	-0.1	16	1000	6600000
25	-0.1	16	800	6613333
25	-0.1	16	600	6473333
25	-0.1	16	400	4156667
25	-0.1	16	200	4166667
25	-0.1	16	100	2653333
25	-0.1	16	50	2223333
25	-0.1	16	20	2223333
25	-0.1	16	10	2223333
25	-0.1	20	2000	7050000
25	-0.1	20	1000	6483333
25	-0.1	20	800	6496667
25	-0.1	20	600	6316667
25	-0.1	20	400	4366667
25	-0.1	20	200	4376667
25	-0.1	20	100	2293333
25	-0.1	20	50	1856667
25	-0.1	20	20	1856667
25	-0.1	20	10	1856667
25	-0.1	50	2000	7050000
25	-0.1	50	1000	6483333
25	-0.1	50	800	6496667
25	-0.1	50	600	6316667
25	-0.1	50	400	4366667
25	-0.1	50	200	4376667
25	-0.1	50	100	2293333
25	-0.1	50	50	1856667
25	-0.1	50	20	1856667
25	-0.1	50	10	1856667
25	-0.1	750	2000	7050000
25	-0.1	750	1000	6483333
25	-0.1	750	800	6496667
25	-0.1	750	600	6316667
25	-0.1	750	400	4366667
25	-0.1	750	200	4376667
25	-0.1	750	100	2293333
25	-0.1	750	50	1856667
25	-0.1	750	20	1856667
25	-0.1	750	10	1856667
25	-0.1	1000	2000	7050000
25	-0.1	1000	1000	6483333
25	-0.1	1000	800	6496667
25	-0.1	1000	600	6316667
25	-0.1	1000	400	4366667
25	-0.1	1000	200	4376667
25	-0.1	1000	100	2293333
25	-0.1	1000	50	1856667
25	-0.1	1000	20	1856667
25	-0.1	1000	10	1856667
25	0.1	4	2000	0
25	0.1	4	1000	0
25	0.1	4	800	0
25	0.1	4	600	0
25	0.1	4	400	0
25	0.1	4	200	0
25	0.1	4	100	0
25	0.1	4	50	0
25	0.1	4	20	0
25	0.1	4	10	0
25	0.1	6	2000	0
25	0.1	6	1000	0
25	0.1	6	800	0
25	0.1	6	600	0
25	0.1	6	400	0
25	0.1	6	200	0
25	0.1	6	100	0
25	0.1	6	50	0
25	0.1	6	20	0
25	0.1	6	10	0
